System	Evaluation	Label	P	R	F1	TP	FP	FN
neurbsl_bundle3_hipe2020_de_1	NE-NESTED-micro-fuzzy-TIME-ALL-LED-ALL	LOC.ADM.TOWN	0	0.0	0	0	0	45
team2_bundle1_hipe2020_de_1	NE-FINE-LIT-micro-fuzzy-TIME-ALL-LED-ALL	LOC.FAC	0.471	0.571	0.516	8	9	6
team2_bundle1_hipe2020_de_2	NE-FINE-LIT-micro-fuzzy-TIME-ALL-LED-ALL	LOC.FAC	0.412	0.5	0.452	7	10	7
team2_bundle3_hipe2020_de_1	NE-FINE-LIT-micro-fuzzy-TIME-ALL-LED-ALL	LOC.FAC	0.389	0.5	0.438	7	11	7
neurbsl_bundle3_hipe2020_de_1	NE-FINE-LIT-micro-fuzzy-TIME-ALL-LED-ALL	LOC.FAC	0.0	0.0	0	0	16	14
neurbsl_bundle3_hipe2020_de_1	NE-FINE-LIT-micro-fuzzy-TIME-ALL-LED-ALL	LOC.ORO	0.5	0.8	0.615	4	4	1
team2_bundle3_hipe2020_de_1	NE-FINE-LIT-micro-fuzzy-TIME-ALL-LED-ALL	LOC.ORO	0.6	0.6	0.6	3	2	2
team2_bundle1_hipe2020_de_1	NE-FINE-LIT-micro-fuzzy-TIME-ALL-LED-ALL	LOC.ORO	0.5	0.6	0.545	3	3	2
neurbsl_bundle3_hipe2020_de_1	NE-FINE-LIT-micro-fuzzy-TIME-ALL-LED-ALL	LOC.PHYS.ASTRO	0.0	0.0	0	0	3	10
team2_bundle1_hipe2020_de_2	NE-FINE-LIT-micro-fuzzy-TIME-ALL-LED-ALL	LOC.PHYS.ASTRO	0.0	0.0	0	0	1	10
team2_bundle3_hipe2020_de_1	NE-FINE-LIT-micro-fuzzy-TIME-ALL-LED-ALL	LOC.PHYS.ASTRO	0.0	0.0	0	0	4	10
team2_bundle3_hipe2020_de_1	NE-FINE-LIT-micro-fuzzy-TIME-ALL-LED-ALL	LOC.PHYS.GEO	0.5	0.571	0.533	8	8	6
team2_bundle1_hipe2020_de_1	NE-FINE-LIT-micro-fuzzy-TIME-ALL-LED-ALL	LOC.PHYS.GEO	0.312	0.357	0.333	5	11	9
team2_bundle1_hipe2020_de_2	NE-FINE-LIT-micro-fuzzy-TIME-ALL-LED-ALL	LOC.PHYS.GEO	0.222	0.286	0.25	4	14	10
neurbsl_bundle3_hipe2020_de_1	NE-FINE-LIT-micro-fuzzy-TIME-ALL-LED-ALL	LOC.PHYS.GEO	0.0	0.0	0	0	14	14
team2_bundle1_hipe2020_de_2	NE-FINE-LIT-micro-fuzzy-TIME-ALL-LED-ALL	LOC.PHYS.HYDRO	0.684	0.897	0.776	26	12	3
team2_bundle1_hipe2020_de_1	NE-FINE-LIT-micro-fuzzy-TIME-ALL-LED-ALL	LOC.PHYS.HYDRO	0.694	0.862	0.769	25	11	4
team2_bundle3_hipe2020_de_1	NE-FINE-LIT-micro-fuzzy-TIME-ALL-LED-ALL	LOC.PHYS.HYDRO	0.688	0.759	0.721	22	10	7
neurbsl_bundle3_hipe2020_de_1	NE-FINE-LIT-micro-fuzzy-TIME-ALL-LED-ALL	LOC.PHYS.HYDRO	0.424	0.483	0.452	14	19	15
team2_bundle3_hipe2020_de_1	NE-NESTED-micro-fuzzy-TIME-ALL-LED-ALL	LOC.PHYS.HYDRO	1.0	0.111	0.2	1	0	8
neurbsl_bundle3_hipe2020_de_1	NE-NESTED-micro-fuzzy-TIME-ALL-LED-ALL	LOC.PHYS.HYDRO	0	0.0	0	0	0	9
neurbsl_bundle3_hipe2020_de_1	NE-FINE-LIT-micro-fuzzy-TIME-ALL-LED-ALL	LOC.UNK	0.0	0.0	0	0	1	1
team2_bundle1_hipe2020_de_2	NE-FINE-LIT-micro-fuzzy-TIME-ALL-LED-ALL	ORG.ADM	0.625	0.69	0.656	20	12	9
team2_bundle1_hipe2020_de_1	NE-FINE-LIT-micro-fuzzy-TIME-ALL-LED-ALL	ORG.ADM	0.512	0.724	0.6	21	20	8
neurbsl_bundle3_hipe2020_de_1	NE-FINE-LIT-micro-fuzzy-TIME-ALL-LED-ALL	ORG.ADM	0.318	0.483	0.384	14	30	15
neurbsl_bundle3_hipe2020_de_1	NE-NESTED-micro-fuzzy-TIME-ALL-LED-ALL	ORG.ADM	0	0.0	0	0	0	2
team2_bundle1_hipe2020_de_2	NE-NESTED-micro-fuzzy-TIME-ALL-LED-ALL	ORG.ENT	0.6	0.75	0.667	3	2	1
team2_bundle3_hipe2020_de_1	NE-NESTED-micro-fuzzy-TIME-ALL-LED-ALL	ORG.ENT	0.5	0.75	0.6	3	3	1
team2_bundle1_hipe2020_de_1	NE-NESTED-micro-fuzzy-TIME-ALL-LED-ALL	ORG.ENT	0.429	0.75	0.545	3	4	1
team2_bundle3_hipe2020_de_1	NE-FINE-LIT-micro-fuzzy-TIME-ALL-LED-ALL	ORG.ENT	0.47	0.566	0.514	47	53	36
team2_bundle1_hipe2020_de_1	NE-FINE-LIT-micro-fuzzy-TIME-ALL-LED-ALL	ORG.ENT	0.52	0.47	0.494	39	36	44
team2_bundle1_hipe2020_de_2	NE-FINE-LIT-micro-fuzzy-TIME-ALL-LED-ALL	ORG.ENT	0.467	0.506	0.486	42	48	41
neurbsl_bundle3_hipe2020_de_1	NE-FINE-LIT-micro-fuzzy-TIME-ALL-LED-ALL	ORG.ENT	0.388	0.627	0.479	52	82	31
neurbsl_bundle3_hipe2020_de_1	NE-NESTED-micro-fuzzy-TIME-ALL-LED-ALL	ORG.ENT	0	0.0	0	0	0	4
team2_bundle1_hipe2020_de_2	NE-FINE-LIT-micro-fuzzy-TIME-ALL-LED-ALL	ORG.ENT.PRESSAGENCY	0.765	0.722	0.743	13	4	5
team2_bundle3_hipe2020_de_1	NE-FINE-LIT-micro-fuzzy-TIME-ALL-LED-ALL	ORG.ENT.PRESSAGENCY	0.706	0.667	0.686	12	5	6
team2_bundle1_hipe2020_de_1	NE-FINE-LIT-micro-fuzzy-TIME-ALL-LED-ALL	ORG.ENT.PRESSAGENCY	0.667	0.667	0.667	12	6	6
neurbsl_bundle3_hipe2020_de_1	NE-FINE-LIT-micro-fuzzy-TIME-ALL-LED-ALL	ORG.ENT.PRESSAGENCY	0.0	0.0	0	0	17	18
team2_bundle3_hipe2020_de_1	NE-FINE-LIT-micro-fuzzy-TIME-ALL-LED-ALL	PERS.IND	0.868	0.981	0.921	303	46	6
team2_bundle1_hipe2020_de_2	NE-FINE-LIT-micro-fuzzy-TIME-ALL-LED-ALL	PERS.IND	0.849	0.964	0.903	298	53	11
team2_bundle1_hipe2020_de_1	NE-FINE-LIT-micro-fuzzy-TIME-ALL-LED-ALL	PERS.IND	0.84	0.971	0.901	300	57	9
neurbsl_bundle3_hipe2020_de_1	NE-FINE-LIT-micro-fuzzy-TIME-ALL-LED-ALL	PERS.IND	0.822	0.929	0.872	287	62	22
neurbsl_bundle3_hipe2020_de_1	NE-NESTED-micro-fuzzy-TIME-ALL-LED-ALL	PERS.IND	0	0.0	0	0	0	3
team2_bundle1_hipe2020_de_2	NE-NESTED-micro-fuzzy-TIME-ALL-LED-ALL	PERS.IND	0.0	0.0	0	0	1	3
neurbsl_bundle3_hipe2020_de_1	NE-FINE-LIT-micro-fuzzy-TIME-ALL-LED-ALL	PERS.IND.ARTICLEAUTHOR	0.0	0.0	0	0	1	2
team2_bundle1_hipe2020_de_2	NE-FINE-LIT-micro-fuzzy-TIME-ALL-LED-ALL	PERS.IND.ARTICLEAUTHOR	0	0.0	0	0	0	2
team2_bundle1_hipe2020_de_2	NE-FINE-LIT-micro-fuzzy-TIME-ALL-LED-ALL	PROD.DOCTR	0.833	1.0	0.909	5	1	0
team2_bundle3_hipe2020_de_1	NE-FINE-LIT-micro-fuzzy-TIME-ALL-LED-ALL	PROD.DOCTR	0.714	1.0	0.833	5	2	0
team2_bundle1_hipe2020_de_1	NE-FINE-LIT-micro-fuzzy-TIME-ALL-LED-ALL	PROD.DOCTR	0.556	1.0	0.714	5	4	0
neurbsl_bundle3_hipe2020_de_1	NE-FINE-LIT-micro-fuzzy-TIME-ALL-LED-ALL	PROD.DOCTR	0.0	0.0	0	0	5	5
team2_bundle3_hipe2020_de_1	NE-FINE-LIT-micro-fuzzy-TIME-ALL-LED-ALL	PROD.MEDIA	0.729	0.614	0.667	35	13	22
team2_bundle1_hipe2020_de_1	NE-FINE-LIT-micro-fuzzy-TIME-ALL-LED-ALL	PROD.MEDIA	0.649	0.649	0.649	37	20	20
team2_bundle1_hipe2020_de_2	NE-FINE-LIT-micro-fuzzy-TIME-ALL-LED-ALL	PROD.MEDIA	0.733	0.579	0.647	33	12	24
neurbsl_bundle3_hipe2020_de_1	NE-FINE-LIT-micro-fuzzy-TIME-ALL-LED-ALL	PROD.MEDIA	0.462	0.526	0.492	30	35	27
neurbsl_bundle3_hipe2020_de_1	NE-NESTED-micro-fuzzy-TIME-ALL-LED-ALL	PROD.MEDIA	0	0.0	0	0	0	1
team2_bundle1_hipe2020_de_1	NE-NESTED-micro-fuzzy-TIME-ALL-LED-ALL	PROD.MEDIA	0.0	0.0	0	0	1	1
team2_bundle1_hipe2020_de_1	NE-FINE-LIT-micro-fuzzy-TIME-ALL-LED-ALL	TIME.DATE.ABS	0.86	1.0	0.925	49	8	0
neurbsl_bundle3_hipe2020_de_1	NE-FINE-LIT-micro-fuzzy-TIME-ALL-LED-ALL	TIME.DATE.ABS	0.885	0.939	0.911	46	6	3
team2_bundle3_hipe2020_de_1	NE-FINE-LIT-micro-fuzzy-TIME-ALL-LED-ALL	TIME.DATE.ABS	0.814	0.98	0.889	48	11	1
team2_bundle1_hipe2020_de_2	NE-FINE-LIT-micro-fuzzy-TIME-ALL-LED-ALL	TIME.DATE.ABS	0.787	0.98	0.873	48	13	1
