System	Evaluation	Label	P	R	F1	TP	FP	FN
neurbsl_bundle3_hipe2020_de_1	NE-FINE-LIT-micro-strict-TIME-ALL-LED-ALL	LOC.FAC	0.0	0.0	0	0	16	14
neurbsl_bundle3_hipe2020_de_1	NE-FINE-LIT-micro-strict-TIME-ALL-LED-ALL	LOC.ORO	0.5	0.8	0.615	4	4	1
team2_bundle1_hipe2020_de_2	NE-FINE-LIT-micro-strict-TIME-ALL-LED-ALL	LOC.ORO	0.375	0.6	0.462	3	5	2
team2_bundle3_hipe2020_de_1	NE-FINE-LIT-micro-strict-TIME-ALL-LED-ALL	LOC.ORO	0.4	0.4	0.4	2	3	3
team2_bundle1_hipe2020_de_1	NE-FINE-LIT-micro-strict-TIME-ALL-LED-ALL	LOC.ORO	0.333	0.4	0.364	2	4	3
neurbsl_bundle3_hipe2020_de_1	NE-FINE-LIT-micro-strict-TIME-ALL-LED-ALL	LOC.PHYS.ASTRO	0.0	0.0	0	0	3	10
team2_bundle1_hipe2020_de_2	NE-FINE-LIT-micro-strict-TIME-ALL-LED-ALL	LOC.PHYS.ASTRO	0.0	0.0	0	0	1	10
team2_bundle3_hipe2020_de_1	NE-FINE-LIT-micro-strict-TIME-ALL-LED-ALL	LOC.PHYS.ASTRO	0.0	0.0	0	0	4	10
team2_bundle3_hipe2020_de_1	NE-FINE-LIT-micro-strict-TIME-ALL-LED-ALL	LOC.PHYS.GEO	0.5	0.571	0.533	8	8	6
team2_bundle1_hipe2020_de_1	NE-FINE-LIT-micro-strict-TIME-ALL-LED-ALL	LOC.PHYS.GEO	0.125	0.143	0.133	2	14	12
team2_bundle1_hipe2020_de_2	NE-FINE-LIT-micro-strict-TIME-ALL-LED-ALL	LOC.PHYS.GEO	0.111	0.143	0.125	2	16	12
neurbsl_bundle3_hipe2020_de_1	NE-FINE-LIT-micro-strict-TIME-ALL-LED-ALL	LOC.PHYS.GEO	0.0	0.0	0	0	14	14
team2_bundle1_hipe2020_de_2	NE-FINE-LIT-micro-strict-TIME-ALL-LED-ALL	LOC.PHYS.HYDRO	0.684	0.897	0.776	26	12	3
team2_bundle1_hipe2020_de_1	NE-FINE-LIT-micro-strict-TIME-ALL-LED-ALL	LOC.PHYS.HYDRO	0.694	0.862	0.769	25	11	4
team2_bundle3_hipe2020_de_1	NE-FINE-LIT-micro-strict-TIME-ALL-LED-ALL	LOC.PHYS.HYDRO	0.656	0.724	0.689	21	11	8
neurbsl_bundle3_hipe2020_de_1	NE-FINE-LIT-micro-strict-TIME-ALL-LED-ALL	LOC.PHYS.HYDRO	0.424	0.483	0.452	14	19	15
team2_bundle3_hipe2020_de_1	NE-NESTED-micro-strict-TIME-ALL-LED-ALL	LOC.PHYS.HYDRO	1.0	0.111	0.2	1	0	8
neurbsl_bundle3_hipe2020_de_1	NE-NESTED-micro-strict-TIME-ALL-LED-ALL	LOC.PHYS.HYDRO	0	0.0	0	0	0	9
neurbsl_bundle3_hipe2020_de_1	NE-FINE-LIT-micro-strict-TIME-ALL-LED-ALL	LOC.UNK	0.0	0.0	0	0	1	1
team2_bundle1_hipe2020_de_2	NE-FINE-LIT-micro-strict-TIME-ALL-LED-ALL	ORG.ADM	0.531	0.586	0.557	17	15	12
team2_bundle1_hipe2020_de_1	NE-FINE-LIT-micro-strict-TIME-ALL-LED-ALL	ORG.ADM	0.463	0.655	0.543	19	22	10
neurbsl_bundle3_hipe2020_de_1	NE-FINE-LIT-micro-strict-TIME-ALL-LED-ALL	ORG.ADM	0.318	0.483	0.384	14	30	15
neurbsl_bundle3_hipe2020_de_1	NE-NESTED-micro-strict-TIME-ALL-LED-ALL	ORG.ADM	0	0.0	0	0	0	2
team2_bundle1_hipe2020_de_1	NE-NESTED-micro-strict-TIME-ALL-LED-ALL	ORG.ENT	0.429	0.75	0.545	3	4	1
team2_bundle1_hipe2020_de_2	NE-NESTED-micro-strict-TIME-ALL-LED-ALL	ORG.ENT	0.4	0.5	0.444	2	3	2
neurbsl_bundle3_hipe2020_de_1	NE-FINE-LIT-micro-strict-TIME-ALL-LED-ALL	ORG.ENT	0.343	0.554	0.424	46	88	37
team2_bundle1_hipe2020_de_2	NE-FINE-LIT-micro-strict-TIME-ALL-LED-ALL	ORG.ENT	0.389	0.422	0.405	35	55	48
team2_bundle3_hipe2020_de_1	NE-NESTED-micro-strict-TIME-ALL-LED-ALL	ORG.ENT	0.333	0.5	0.4	2	4	2
team2_bundle3_hipe2020_de_1	NE-FINE-LIT-micro-strict-TIME-ALL-LED-ALL	ORG.ENT	0.36	0.434	0.393	36	64	47
team2_bundle1_hipe2020_de_1	NE-FINE-LIT-micro-strict-TIME-ALL-LED-ALL	ORG.ENT	0.413	0.373	0.392	31	44	52
neurbsl_bundle3_hipe2020_de_1	NE-NESTED-micro-strict-TIME-ALL-LED-ALL	ORG.ENT	0	0.0	0	0	0	4
team2_bundle1_hipe2020_de_2	NE-FINE-LIT-micro-strict-TIME-ALL-LED-ALL	ORG.ENT.PRESSAGENCY	0.706	0.667	0.686	12	5	6
team2_bundle3_hipe2020_de_1	NE-FINE-LIT-micro-strict-TIME-ALL-LED-ALL	ORG.ENT.PRESSAGENCY	0.647	0.611	0.629	11	6	7
team2_bundle1_hipe2020_de_1	NE-FINE-LIT-micro-strict-TIME-ALL-LED-ALL	ORG.ENT.PRESSAGENCY	0.611	0.611	0.611	11	7	7
neurbsl_bundle3_hipe2020_de_1	NE-FINE-LIT-micro-strict-TIME-ALL-LED-ALL	ORG.ENT.PRESSAGENCY	0.0	0.0	0	0	17	18
team2_bundle3_hipe2020_de_1	NE-FINE-LIT-micro-strict-TIME-ALL-LED-ALL	PERS.IND	0.736	0.832	0.781	257	92	52
team2_bundle1_hipe2020_de_2	NE-FINE-LIT-micro-strict-TIME-ALL-LED-ALL	PERS.IND	0.678	0.77	0.721	238	113	71
team2_bundle1_hipe2020_de_1	NE-FINE-LIT-micro-strict-TIME-ALL-LED-ALL	PERS.IND	0.669	0.773	0.718	239	118	70
neurbsl_bundle3_hipe2020_de_1	NE-FINE-LIT-micro-strict-TIME-ALL-LED-ALL	PERS.IND	0.65	0.735	0.69	227	122	82
neurbsl_bundle3_hipe2020_de_1	NE-NESTED-micro-strict-TIME-ALL-LED-ALL	PERS.IND	0	0.0	0	0	0	3
team2_bundle1_hipe2020_de_2	NE-NESTED-micro-strict-TIME-ALL-LED-ALL	PERS.IND	0.0	0.0	0	0	1	3
neurbsl_bundle3_hipe2020_de_1	NE-FINE-LIT-micro-strict-TIME-ALL-LED-ALL	PERS.IND.ARTICLEAUTHOR	0.0	0.0	0	0	1	2
team2_bundle1_hipe2020_de_2	NE-FINE-LIT-micro-strict-TIME-ALL-LED-ALL	PERS.IND.ARTICLEAUTHOR	0	0.0	0	0	0	2
team2_bundle1_hipe2020_de_2	NE-FINE-LIT-micro-strict-TIME-ALL-LED-ALL	PROD.DOCTR	0.833	1.0	0.909	5	1	0
team2_bundle3_hipe2020_de_1	NE-FINE-LIT-micro-strict-TIME-ALL-LED-ALL	PROD.DOCTR	0.714	1.0	0.833	5	2	0
team2_bundle1_hipe2020_de_1	NE-FINE-LIT-micro-strict-TIME-ALL-LED-ALL	PROD.DOCTR	0.556	1.0	0.714	5	4	0
neurbsl_bundle3_hipe2020_de_1	NE-FINE-LIT-micro-strict-TIME-ALL-LED-ALL	PROD.DOCTR	0.0	0.0	0	0	5	5
team2_bundle3_hipe2020_de_1	NE-FINE-LIT-micro-strict-TIME-ALL-LED-ALL	PROD.MEDIA	0.521	0.439	0.476	25	23	32
team2_bundle1_hipe2020_de_1	NE-FINE-LIT-micro-strict-TIME-ALL-LED-ALL	PROD.MEDIA	0.456	0.456	0.456	26	31	31
team2_bundle1_hipe2020_de_2	NE-FINE-LIT-micro-strict-TIME-ALL-LED-ALL	PROD.MEDIA	0.511	0.404	0.451	23	22	34
neurbsl_bundle3_hipe2020_de_1	NE-FINE-LIT-micro-strict-TIME-ALL-LED-ALL	PROD.MEDIA	0.354	0.404	0.377	23	42	34
neurbsl_bundle3_hipe2020_de_1	NE-NESTED-micro-strict-TIME-ALL-LED-ALL	PROD.MEDIA	0	0.0	0	0	0	1
team2_bundle1_hipe2020_de_1	NE-NESTED-micro-strict-TIME-ALL-LED-ALL	PROD.MEDIA	0.0	0.0	0	0	1	1
team2_bundle1_hipe2020_de_1	NE-FINE-LIT-micro-strict-TIME-ALL-LED-ALL	TIME.DATE.ABS	0.702	0.816	0.755	40	17	9
neurbsl_bundle3_hipe2020_de_1	NE-FINE-LIT-micro-strict-TIME-ALL-LED-ALL	TIME.DATE.ABS	0.692	0.735	0.713	36	16	13
team2_bundle3_hipe2020_de_1	NE-FINE-LIT-micro-strict-TIME-ALL-LED-ALL	TIME.DATE.ABS	0.627	0.755	0.685	37	22	12
team2_bundle1_hipe2020_de_2	NE-FINE-LIT-micro-strict-TIME-ALL-LED-ALL	TIME.DATE.ABS	0.557	0.694	0.618	34	27	15
