TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
aux	O	_	O	_	_	_	_	_	_
biens	O	_	O	_	_	_	_	_	_
et	O	_	O	_	_	_	_	_	_
aux	O	_	O	_	_	_	_	_	_
dettes	O	_	O	_	_	_	_	_	_
présentes	O	_	O	_	_	_	_	_	_
et	O	_	O	_	_	_	_	_	_
futures	O	_	O	_	_	_	_	_	_
de	O	_	O	_	_	_	_	_	EndOfLine
Jean	B-pers	_	B-pers.ind	_	_	_	_	_	NoSpaceAfter
-	I-pers	_	I-pers.ind	_	_	_	_	_	NoSpaceAfter
Baptiste	I-pers	_	I-pers.ind	_	_	_	_	_	_
Bourgoin	I-pers	_	I-pers.ind	_	_	_	_	_	_
leur	O	_	O	_	_	_	_	_	_
pe	O	_	O	_	_	_	_	_	NoSpaceAfter
'	O	_	O	_	_	_	_	_	NoSpaceAfter
re	O	_	O	_	_	_	_	_	NoSpaceAfter
,	O	_	O	_	_	_	_	_	_
et	O	_	O	_	_	_	_	_	_
qu	O	_	O	_	_	_	_	_	NoSpaceAfter
'	O	_	O	_	_	_	_	_	NoSpaceAfter
en	O	_	O	_	_	_	_	_	_
conséquence	O	_	O	_	_	_	_	_	NoSpaceAfter
,	O	_	O	_	_	_	_	_	_
les	O	_	O	_	_	_	_	_	EndOfLine
susdits	O	_	O	_	_	_	_	_	_
enfans	O	_	O	_	_	_	_	_	NoSpaceAfter
,	O	_	O	_	_	_	_	_	_
duement	O	_	O	_	_	_	_	_	_
assistés	O	_	O	_	_	_	_	_	_
et	O	_	O	_	_	_	_	_	_
autorisés	O	_	O	_	_	_	_	_	NoSpaceAfter
,	O	_	O	_	_	_	_	_	_
se	O	_	O	_	_	_	_	_	EndOfLine
présenteront	O	_	O	_	_	_	_	_	_
par	O	_	O	_	_	_	_	_	NoSpaceAfter
-	O	_	O	_	_	_	_	_	NoSpaceAfter
devant	O	_	O	_	_	_	_	_	_
ia	O	_	O	_	_	_	_	_	_
noble	O	_	O	_	_	_	_	_	_
justice	O	_	O	_	_	_	_	_	_
du	O	_	O	_	_	_	_	_	_
Landeron	B-loc	_	B-loc.phys.geo	_	_	_	_	_	_
_	O	_	O	_	_	_	_	_	NoSpaceAfter
,	O	_	O	_	_	_	_	_	_
le	O	_	O	_	_	_	_	_	_
mer	O	_	O	_	_	_	_	_	NoSpaceAfter
-	O	_	O	_	_	_	_	_	NoSpaceAfter
,	O	_	O	_	_	_	_	_	EndOfLine
credi	O	_	O	_	_	_	_	_	_
17	O	_	O	_	_	_	_	_	_
janvier	O	_	O	_	_	_	_	_	_
courant	O	_	O	_	_	_	_	_	NoSpaceAfter
,	O	_	O	_	_	_	_	_	_
pour	O	_	O	_	_	_	_	_	_
y	O	_	O	_	_	_	_	_	_
porter	O	_	O	_	_	_	_	_	_
la	O	_	O	_	_	_	_	_	_
prédite	O	_	O	_	_	_	_	_	EndOfLine
renonciation	O	_	O	_	_	_	_	_	_
;	O	_	O	_	_	_	_	_	_
assignant	O	_	O	_	_	_	_	_	_
péremptoirement	O	_	O	_	_	_	_	_	_
tous	O	_	O	_	_	_	_	_	_
ceux	O	_	O	_	_	_	_	_	_
qui	O	_	O	_	_	_	_	_	EndOfLine
estimeraient	O	_	O	_	_	_	_	_	_
être	O	_	O	_	_	_	_	_	NoSpaceAfter
'	O	_	O	_	_	_	_	_	NoSpaceAfter
fondés	O	_	O	_	_	_	_	_	_
à	O	_	O	_	_	_	_	_	_
s	O	_	O	_	_	_	_	_	NoSpaceAfter
'	O	_	O	_	_	_	_	_	NoSpaceAfter
y	O	_	O	_	_	_	_	_	_
opposer	O	_	O	_	_	_	_	_	NoSpaceAfter
,	O	_	O	_	_	_	_	_	_
à	O	_	O	_	_	_	_	_	_
_	O	_	O	_	_	_	_	_	NoSpaceAfter
comparcutre	O	_	O	_	_	_	_	_	_
ce	O	_	O	_	_	_	_	_	_
jour	O	_	O	_	_	_	_	_	NoSpaceAfter
-	O	_	O	_	_	_	_	_	NoSpaceAfter
là	O	_	O	_	_	_	_	_	EndOfLine
en	O	_	O	_	_	_	_	_	_
dite	O	_	O	_	_	_	_	_	_
justice	O	_	O	_	_	_	_	_	NoSpaceAfter
,	O	_	O	_	_	_	_	_	_
pour	O	_	O	_	_	_	_	_	_
hure	O	_	O	_	_	_	_	_	_
va	O	_	O	_	_	_	_	_	_
_	O	_	O	_	_	_	_	_	NoSpaceAfter
^	O	_	O	_	_	_	_	_	_
pir	O	_	O	_	_	_	_	_	_
leurs	O	_	O	_	_	_	_	_	_
droits	O	_	O	_	_	_	_	_	_
et	O	_	O	_	_	_	_	_	_
alléguer	O	_	O	_	_	_	_	_	EndOfLine
leurs	O	_	O	_	_	_	_	_	_
moyens	O	_	O	_	_	_	_	_	_
d	O	_	O	_	_	_	_	_	NoSpaceAfter
'	O	_	O	_	_	_	_	_	NoSpaceAfter
_	O	_	O	_	_	_	_	_	NoSpaceAfter
opposW	O	_	O	_	_	_	_	_	_
_	O	_	O	_	_	_	_	_	NoSpaceAfter
|	O	_	O	_	_	_	_	_	_
_	O	_	O	_	_	_	_	_	NoSpaceAfter
priS	O	_	O	_	_	_	_	_	NoSpaceAfter
,	O	_	O	_	_	_	_	_	_
sou	O	_	O	_	_	_	_	_	_
3	O	_	O	_	_	_	_	_	_
peine	O	_	O	_	_	_	_	_	NoSpaceAfter
'	O	_	O	_	_	_	_	_	NoSpaceAfter
de	O	_	O	_	_	_	_	_	_
forclusion	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	EndOfLine|EndOfSentence
X	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	_
En	O	_	O	_	_	_	_	_	_
vertu	O	_	O	_	_	_	_	_	_
d	O	_	O	_	_	_	_	_	NoSpaceAfter
'	O	_	O	_	_	_	_	_	NoSpaceAfter
un	O	_	O	_	_	_	_	_	_
gracieux	O	_	O	_	_	_	_	_	_
arrêt	O	_	O	_	_	_	_	_	_
du	O	_	O	_	_	_	_	_	_
Gouvernement	O	_	O	_	_	_	_	_	_
en	O	_	O	_	_	_	_	_	_
date	O	_	O	_	_	_	_	_	_
di	O	_	O	_	_	_	_	_	_
»	O	_	O	_	_	_	_	_	EndOfLine
3	O	_	O	_	_	_	_	_	_
octobre	O	_	O	_	_	_	_	_	NoSpaceAfter
,	O	_	O	_	_	_	_	_	_
et	O	_	O	_	_	_	_	_	_
ensuite	O	_	O	_	_	_	_	_	_
de	O	_	O	_	_	_	_	_	_
la	O	_	O	_	_	_	_	_	_
direction	O	_	O	_	_	_	_	_	_
donnée	O	_	O	_	_	_	_	_	_
le	O	_	O	_	_	_	_	_	_
35	O	_	O	_	_	_	_	_	_
novembre	O	_	O	_	_	_	_	_	EndOfLine
dernier	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	EndOfSentence
par	O	_	O	_	_	_	_	_	_
l	O	_	O	_	_	_	_	_	NoSpaceAfter
'	O	_	O	_	_	_	_	_	NoSpaceAfter
honorable	O	_	O	_	_	_	_	_	_
cour	O	_	O	_	_	_	_	_	_
dé	O	_	O	_	_	_	_	_	_
justice	O	_	O	_	_	_	_	_	_
du	O	_	O	_	_	_	_	_	_
Val	B-loc	_	B-loc.adm.town	_	_	_	_	_	NoSpaceAfter
-	I-loc	_	I-loc.adm.town	_	_	_	_	_	NoSpaceAfter
de	I-loc	_	I-loc.adm.town	_	_	_	_	_	NoSpaceAfter
-	I-loc	_	I-loc.adm.town	_	_	_	_	_	NoSpaceAfter
Travers	I-loc	_	I-loc.adm.town	_	_	_	_	_	NoSpaceAfter
,	O	_	O	_	_	_	_	_	_
:	O	_	O	_	_	_	_	_	EndOfLine
le	O	_	O	_	_	_	_	_	_
sieur	B-pers	_	B-pers.ind	_	_	_	_	_	_
Daniel	I-pers	_	I-pers.ind	_	_	_	_	_	_
Meuron	I-pers	_	I-pers.ind	_	_	_	_	_	NoSpaceAfter
,	I-pers	_	I-pers.ind	_	_	_	_	_	_
maïUe	I-pers	_	I-pers.ind	_	_	_	_	_	_
charpentier	I-pers	_	I-pers.ind	_	_	_	_	_	NoSpaceAfter
,	I-pers	_	I-pers.ind	_	_	_	_	_	_
_	I-pers	_	I-pers.ind	_	_	_	_	_	NoSpaceAfter
bourgeois	I-pers	_	I-pers.ind	_	_	_	_	_	_
de	I-pers	_	I-pers.ind	_	_	_	_	_	EndOfLine
Neuchatel	I-pers	_	I-pers.ind	_	_	_	_	_	NoSpaceAfter
,	O	_	O	_	_	_	_	_	_
en	O	_	O	_	_	_	_	_	_
sa	O	_	O	_	_	_	_	_	_
qualité	O	_	O	_	_	_	_	_	_
de	O	_	O	_	_	_	_	_	_
tuteur	O	_	O	_	_	_	_	_	_
juridiquement	O	_	O	_	_	_	_	_	_
établi	O	_	O	_	_	_	_	_	_
aux	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	EndOfLine|EndOfSentence
quatre	O	_	O	_	_	_	_	_	_
enfans	O	_	O	_	_	_	_	_	_
en	O	_	O	_	_	_	_	_	_
bas	O	_	O	_	_	_	_	_	_
âge	O	_	O	_	_	_	_	_	_
de	O	_	O	_	_	_	_	_	_
Frédéric	B-pers	_	B-pers.ind	_	_	_	_	_	NoSpaceAfter
-	I-pers	_	I-pers.ind	_	_	_	_	_	NoSpaceAfter
Henri	I-pers	_	I-pers.ind	_	_	_	_	_	_
_	I-pers	_	I-pers.ind	_	_	_	_	_	NoSpaceAfter
Lequin	I-pers	_	I-pers.ind	_	_	_	_	_	_
de	O	_	I-pers.ind	_	_	_	_	_	EndOfLine
Fleurier	I-pers	_	I-pers.ind	_	_	_	_	_	_
et	O	_	O	_	_	_	_	_	_
de	O	_	O	_	_	_	_	_	_
Marie	B-pers	_	B-pers.ind	_	_	_	_	_	NoSpaceAfter
-	I-pers	_	I-pers.ind	_	_	_	_	_	NoSpaceAfter
Louise	I-pers	_	I-pers.ind	_	_	_	_	_	_
Meuron	I-pers	_	I-pers.ind	_	_	_	_	_	NoSpaceAfter
,	O	_	O	_	_	_	_	_	_
qui	O	_	O	_	_	_	_	_	_
sont	O	_	O	_	_	_	_	_	_
nommément	O	_	O	_	_	_	_	_	NoSpaceAfter
,	O	_	O	_	_	_	_	_	NoSpaceAfter
'	O	_	O	_	_	_	_	_	EndOfLine|NoSpaceAfter
Jouas	B-pers	_	O	_	_	_	_	_	_
Frédéric	I-pers	_	B-pers.ind	_	_	_	_	_	NoSpaceAfter
,	O	_	O	_	_	_	_	_	_
Auguste	B-pers	_	B-pers.ind	_	_	_	_	_	NoSpaceAfter
,	O	_	O	_	_	_	_	_	_
Alexandre	B-pers	_	B-pers.ind	_	_	_	_	_	_
et	O	_	O	_	_	_	_	_	_
Louise	B-pers	_	B-pers.ind	_	_	_	_	_	_
-	I-pers	_	I-pers.ind	_	_	_	_	_	NoSpaceAfter
Rosalio	I-pers	_	I-pers.ind	_	_	_	_	_	EndOfLine
Lequin	I-pers	_	I-pers.ind	_	_	_	_	_	NoSpaceAfter
,	O	_	O	_	_	_	_	_	_
fait	O	_	O	_	_	_	_	_	_
savoir	O	_	O	_	_	_	_	_	_
qu	O	_	O	_	_	_	_	_	NoSpaceAfter
'	O	_	O	_	_	_	_	_	NoSpaceAfter
il	O	_	O	_	_	_	_	_	_
se	O	_	O	_	_	_	_	_	_
présentera	O	_	O	_	_	_	_	_	_
en	O	_	O	_	_	_	_	_	_
dite	O	_	O	_	_	_	_	_	_
justice	O	_	O	_	_	_	_	_	_
le	O	_	O	_	_	_	_	_	EndOfLine
samedi	O	_	O	_	_	_	_	_	_
30	O	_	O	_	_	_	_	_	_
janvier	O	_	O	_	_	_	_	_	_
courant	O	_	O	_	_	_	_	_	NoSpaceAfter
,	O	_	O	_	_	_	_	_	_
pour	O	_	O	_	_	_	_	_	_
y	O	_	O	_	_	_	_	_	_
solliciter	O	_	O	_	_	_	_	_	_
eu	O	_	O	_	_	_	_	_	_
faveur	O	_	O	_	_	_	_	_	_
de	O	_	O	_	_	_	_	_	_
ses	O	_	O	_	_	_	_	_	EndOfLine
susdits	O	_	O	_	_	_	_	_	_
pupilles	O	_	O	_	_	_	_	_	NoSpaceAfter
,	O	_	O	_	_	_	_	_	_
une	O	_	O	_	_	_	_	_	_
renonciation	O	_	O	_	_	_	_	_	_
formelle	O	_	O	_	_	_	_	_	_
et	O	_	O	_	_	_	_	_	_
jiiridique	O	_	O	_	_	_	_	_	_
aux	O	_	O	_	_	_	_	_	EndOfLine
bien	O	_	O	_	_	_	_	_	_
3	O	_	O	_	_	_	_	_	_
et	O	_	O	_	_	_	_	_	_
dettes	O	_	O	_	_	_	_	_	_
présens	O	_	O	_	_	_	_	_	_
et	O	_	O	_	_	_	_	_	_
*	O	_	O	_	_	_	_	_	_
futurs	O	_	O	_	_	_	_	_	_
dudit	O	_	O	_	_	_	_	_	_
Frédéric	B-pers	_	B-pers.ind	_	_	_	_	_	_
Henri	I-pers	_	I-pers.ind	_	_	_	_	_	EndOfLine
Lequin	I-pers	_	I-pers.ind	_	_	_	_	_	_
leur	O	_	O	_	_	_	_	_	_
père	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	EndOfSentence
En	O	_	O	_	_	_	_	_	_
conséquence	O	_	O	_	_	_	_	_	_
de	O	_	O	_	_	_	_	_	_
quoi	O	_	O	_	_	_	_	_	_
tous	O	_	O	_	_	_	_	_	_
ceux	O	_	O	_	_	_	_	_	_
qui	O	_	O	_	_	_	_	_	EndOfLine
pourraient	O	_	O	_	_	_	_	_	_
opposer	O	_	O	_	_	_	_	_	_
à	O	_	O	_	_	_	_	_	_
ladite	O	_	O	_	_	_	_	_	_
renonciation	O	_	O	_	_	_	_	_	NoSpaceAfter
,	O	_	O	_	_	_	_	_	_
sont	O	_	O	_	_	_	_	_	_
cités	O	_	O	_	_	_	_	_	EndOfLine
péremptoirement	O	_	O	_	_	_	_	_	_
à	O	_	O	_	_	_	_	_	_
se	O	_	O	_	_	_	_	_	_
présenter	O	_	O	_	_	_	_	_	_
en	O	_	O	_	_	_	_	_	_
justice	O	_	O	_	_	_	_	_	_
dudit	O	_	O	_	_	_	_	_	_
Val	B-loc	_	B-loc.adm.town	_	_	_	_	_	_
de	I-loc	_	I-loc.adm.town	_	_	_	_	_	NoSpaceAfter
-	I-loc	_	I-loc.adm.town	_	_	_	_	_	NoSpaceAfter
Travers	I-loc	_	I-loc.adm.town	_	_	_	_	_	_
1	O	_	O	_	_	_	_	_	_
©	O	_	O	_	_	_	_	_	EndOfLine
dit	O	_	O	_	_	_	_	_	_
30	O	_	O	_	_	_	_	_	_
janvier	O	_	O	_	_	_	_	_	_
cornant	O	_	O	_	_	_	_	_	NoSpaceAfter
,	O	_	O	_	_	_	_	_	_
_	O	_	O	_	_	_	_	_	NoSpaceAfter
poar	O	_	O	_	_	_	_	_	_
y	O	_	O	_	_	_	_	_	_
_	O	_	O	_	_	_	_	_	NoSpaceAfter
seuieuir	O	_	O	_	_	_	_	_	_
leurs	O	_	O	_	_	_	_	_	_
durits	O	_	O	_	_	_	_	_	NoSpaceAfter
,	O	_	O	_	_	_	_	_	_
(	O	_	O	_	_	_	_	_	NoSpaceAfter
«	O	_	O	_	_	_	_	_	_
14	O	_	O	_	_	_	_	_	_
s	O	_	O	_	_	_	_	_	EndOfLine
pain	O	_	O	_	_	_	_	_	_
»	O	_	O	_	_	_	_	_	_
«	O	_	O	_	_	_	_	_	_
la	O	_	O	_	_	_	_	_	_
forclusion	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	EndOfLine|EndOfSentence

# hipe2022:document_id = EXP-1798-02-15-a-i0004
# hipe2022:date = 1798-02-15
# hipe2022:language = fr
# hipe2022:document_type = newspaper
# hipe2022:dataset = hipe2020
# hipe2022:original_source = v1.4.1/fr/HIPE-data-v1.4.1-test-fr.tsv
# hipe2022:applicable_columns = TOKEN NE-COARSE-LIT NE-COARSE-METO NE-FINE-LIT NE-FINE-METO NE-FINE-COMP NE-NESTED NEL-LIT NEL-METO MISC
# hipe2020:doi = https://zenodo.org/record/6046853
# hipe2020:version = v1.4.1
# hipe2020:original_license = CC-BY-NC-SA 4.0
# hipe2020:publication_title = EXP
AVIS	O	_	O	_	_	_	_	_	_
DIVERS	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	EndOfLine|EndOfSentence
1	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	EndOfSentence
Les	O	_	O	_	_	_	_	_	_
circonstances	O	_	O	_	_	_	_	_	_
ttu	O	_	O	_	_	_	_	_	_
moment	O	_	O	_	_	_	_	_	_
ont	O	_	O	_	_	_	_	_	_
engage	O	_	O	_	_	_	_	_	_
le	O	_	O	_	_	_	_	_	_
Magistrat	B-org	_	O	_	_	_	_	_	_
rie	I-org	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	EndOfLine|EndOfSentence
Neuchatel	B-loc	_	B-loc.adm.town	_	_	_	_	_	_
à	O	_	O	_	_	_	_	_	_
renvoyer	O	_	O	_	_	_	_	_	_
le	O	_	O	_	_	_	_	_	_
tirage	O	_	O	_	_	_	_	_	_
de	O	_	O	_	_	_	_	_	_
ia	O	_	O	_	_	_	_	_	_
première	O	_	O	_	_	_	_	_	_
classe	O	_	O	_	_	_	_	_	EndOfLine
dix	O	_	O	_	_	_	_	_	NoSpaceAfter
'	O	_	O	_	_	_	_	_	NoSpaceAfter
neuvième	O	_	O	_	_	_	_	_	_
Loterie	O	_	O	_	_	_	_	_	_
à	O	_	O	_	_	_	_	_	_
une	O	_	O	_	_	_	_	_	_
époque	O	_	O	_	_	_	_	_	_
plus	O	_	O	_	_	_	_	_	_
favorable	O	_	O	_	_	_	_	_	NoSpaceAfter
,	O	_	O	_	_	_	_	_	_
ce	O	_	O	_	_	_	_	_	_
dont	O	_	O	_	_	_	_	_	EndOfLine
on	O	_	O	_	_	_	_	_	_
aura	O	_	O	_	_	_	_	_	_
soin	O	_	O	_	_	_	_	_	_
d	O	_	O	_	_	_	_	_	NoSpaceAfter
'	O	_	O	_	_	_	_	_	NoSpaceAfter
informer	O	_	O	_	_	_	_	_	_
le	O	_	O	_	_	_	_	_	_
public	O	_	O	_	_	_	_	_	_
par	O	_	O	_	_	_	_	_	_
des	O	_	O	_	_	_	_	_	_
bulletins	O	_	O	_	_	_	_	_	EndOfLine
impri	O	_	O	_	_	_	_	_	NoSpaceAfter
'	O	_	O	_	_	_	_	_	NoSpaceAfter
mes	O	_	O	_	_	_	_	_	_
qui	O	_	O	_	_	_	_	_	_
seront	O	_	O	_	_	_	_	_	_
délivrés	O	_	O	_	_	_	_	_	_
par	O	_	O	_	_	_	_	_	_
les	O	_	O	_	_	_	_	_	_
Collecteurs	O	_	O	_	_	_	_	_	_
à	O	_	O	_	_	_	_	_	_
tous	O	_	O	_	_	_	_	_	_
les	O	_	O	_	_	_	_	_	EndOfLine
intéressés	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	EndOfLine|EndOfSentence
g	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfSentence
'	O	_	O	_	_	_	_	_	NoSpaceAfter
Tous	O	_	O	_	_	_	_	_	_
les	O	_	O	_	_	_	_	_	_
créanciers	O	_	O	_	_	_	_	_	_
à	O	_	O	_	_	_	_	_	_
la	O	_	O	_	_	_	_	_	_
masse	O	_	O	_	_	_	_	_	_
des	O	_	O	_	_	_	_	_	_
biens	O	_	O	_	_	_	_	_	_
du	O	_	O	_	_	_	_	_	_
nommé	O	_	O	_	_	_	_	_	EndOfLine
Jean	B-pers	_	B-pers.ind	_	_	_	_	_	NoSpaceAfter
'	I-pers	_	I-pers.ind	_	_	_	_	_	NoSpaceAfter
"	I-pers	_	I-pers.ind	_	_	_	_	_	NoSpaceAfter
Fréderic	I-pers	_	I-pers.ind	_	_	_	_	_	_
/	O	_	I-pers.ind	_	_	_	_	_	_
Stnuffer	B-pers	_	I-pers.ind	_	_	_	_	_	NoSpaceAfter
,	O	_	I-pers.ind	_	_	_	_	_	_
meunier	O	_	I-pers.ind	_	_	_	_	_	_
aux	O	_	O	_	_	_	_	_	_
moulins	O	_	B-loc.adm.town	_	_	_	_	_	_
de	O	_	I-loc.adm.town	_	_	_	_	_	_
la	O	_	I-loc.adm.town	_	_	_	_	_	_
Prise	O	_	I-loc.adm.town	_	_	_	_	_	NoSpaceAfter
,	O	_	O	_	_	_	_	_	_
sont	O	_	O	_	_	_	_	_	EndOfLine
avisés	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	_
que	O	_	O	_	_	_	_	_	_
M	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	_
le	O	_	O	_	_	_	_	_	_
maire	O	_	O	_	_	_	_	_	_
a	O	_	O	_	_	_	_	_	_
fixé	O	_	O	_	_	_	_	_	_
la	O	_	O	_	_	_	_	_	_
journée	O	_	O	_	_	_	_	_	_
pour	O	_	O	_	_	_	_	_	_
procéder	O	_	O	_	_	_	_	_	_
aux	O	_	O	_	_	_	_	_	EndOfLine
_	O	_	O	_	_	_	_	_	NoSpaceAfter
collocatlons	O	_	O	_	_	_	_	_	_
au	O	_	O	_	_	_	_	_	_
vendredi	O	_	O	_	_	_	_	_	_
16	O	_	O	_	_	_	_	_	_
février	O	_	O	_	_	_	_	_	_
courant	O	_	O	_	_	_	_	_	NoSpaceAfter
,	O	_	O	_	_	_	_	_	_
en	O	_	O	_	_	_	_	_	_
conséquence	O	_	O	_	_	_	_	_	EndOfLine
de	O	_	O	_	_	_	_	_	_
quoi	O	_	O	_	_	_	_	_	_
ils	O	_	O	_	_	_	_	_	_
sont	O	_	O	_	_	_	_	_	_
cités	O	_	O	_	_	_	_	_	_
à	O	_	O	_	_	_	_	_	_
se	O	_	O	_	_	_	_	_	_
présenter	O	_	O	_	_	_	_	_	_
ce	O	_	O	_	_	_	_	_	_
jour	O	_	O	_	_	_	_	_	_
là	O	_	O	_	_	_	_	_	_
à	O	_	O	_	_	_	_	_	_
neuf	O	_	O	_	_	_	_	_	_
heures	O	_	O	_	_	_	_	_	EndOfLine
"	O	_	O	_	_	_	_	_	NoSpaceAfter
dû	O	_	O	_	_	_	_	_	_
matin	O	_	O	_	_	_	_	_	_
dans	O	_	O	_	_	_	_	_	_
l	O	_	O	_	_	_	_	_	NoSpaceAfter
'	O	_	O	_	_	_	_	_	NoSpaceAfter
hôtel	O	_	O	_	_	_	_	_	NoSpaceAfter
-	O	_	O	_	_	_	_	_	NoSpaceAfter
de	O	_	O	_	_	_	_	_	NoSpaceAfter
-	O	_	O	_	_	_	_	_	NoSpaceAfter
ville	O	_	O	_	_	_	_	_	NoSpaceAfter
,	O	_	O	_	_	_	_	_	_
,	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfSentence
,	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfSentence
,	O	_	O	_	_	_	_	_	EndOfLine
37	O	_	O	_	_	_	_	_	NoSpaceAfter
'	O	_	O	_	_	_	_	_	NoSpaceAfter
Les	O	_	O	_	_	_	_	_	NoSpaceAfter
'	O	_	O	_	_	_	_	_	_
sœurs	O	_	O	_	_	_	_	_	_
_	O	_	O	_	_	_	_	_	NoSpaceAfter
Gendre	B-pers	_	O	_	_	_	_	_	_
